Date,Analyte,Station,Imputed_values,Raw_values,Missing,Imputed
1995-01-01,Chlorophyll,C10A,2.48,2.48,FALSE,FALSE
1995-01-01,Chlorophyll,C3A,0.59,0.59,FALSE,FALSE
1995-01-01,Chlorophyll,D26,0.22,0.22,FALSE,FALSE
1995-01-01,Chlorophyll,D28A,NA,NA,TRUE,NA
1995-01-01,Chlorophyll,D4,0.91,0.91,FALSE,FALSE
1995-01-01,Chlorophyll,D41,0.57,0.57,FALSE,FALSE
1995-01-01,Chlorophyll,D6,NA,NA,TRUE,NA
1995-01-01,Chlorophyll,D7,0.96,0.96,FALSE,FALSE
1995-01-01,Chlorophyll,D8,0.36,0.36,FALSE,FALSE
1995-01-01,Chlorophyll,MD10A,0.37,0.37,FALSE,FALSE
1995-01-01,Chlorophyll,P8,1.19,1.19,FALSE,FALSE
1995-02-01,Chlorophyll,C10A,1.88,1.88,FALSE,FALSE
1995-02-01,Chlorophyll,C3A,1.02,1.02,FALSE,FALSE
1995-02-01,Chlorophyll,D26,1.485624813194435,NA,TRUE,TRUE
1995-02-01,Chlorophyll,D28A,0.25,0.25,FALSE,FALSE
1995-02-01,Chlorophyll,D4,1.37,1.37,FALSE,FALSE
1995-02-01,Chlorophyll,D41,0.43,0.43,FALSE,FALSE
1995-02-01,Chlorophyll,D6,0.43,0.43,FALSE,FALSE
1995-02-01,Chlorophyll,D7,0.82,0.82,FALSE,FALSE
1995-02-01,Chlorophyll,D8,0.42,0.42,FALSE,FALSE
1995-02-01,Chlorophyll,MD10A,0.96,0.96,FALSE,FALSE
1995-02-01,Chlorophyll,P8,4.15,4.15,FALSE,FALSE
1995-03-01,Chlorophyll,C10A,3.01,3.01,FALSE,FALSE
1995-03-01,Chlorophyll,C3A,1.25,1.25,FALSE,FALSE
1995-03-01,Chlorophyll,D26,0.56,0.56,FALSE,FALSE
1995-03-01,Chlorophyll,D28A,1.36,1.36,FALSE,FALSE
1995-03-01,Chlorophyll,D4,1.19,1.19,FALSE,FALSE
1995-03-01,Chlorophyll,D41,1.08,1.08,FALSE,FALSE
1995-03-01,Chlorophyll,D6,0.68,0.68,FALSE,FALSE
1995-03-01,Chlorophyll,D7,1.05,1.05,FALSE,FALSE
1995-03-01,Chlorophyll,D8,1.27,1.27,FALSE,FALSE
1995-03-01,Chlorophyll,MD10A,2.72,2.72,FALSE,FALSE
1995-03-01,Chlorophyll,P8,4.96,4.96,FALSE,FALSE
1995-04-01,Chlorophyll,C10A,3.21,3.21,FALSE,FALSE
1995-04-01,Chlorophyll,C3A,3.01,3.01,FALSE,FALSE
1995-04-01,Chlorophyll,D26,0.97,0.97,FALSE,FALSE
1995-04-01,Chlorophyll,D28A,1.57,1.57,FALSE,FALSE
1995-04-01,Chlorophyll,D4,3.29,3.29,FALSE,FALSE
1995-04-01,Chlorophyll,D41,4.99,4.99,FALSE,FALSE
1995-04-01,Chlorophyll,D6,2.36,2.36,FALSE,FALSE
1995-04-01,Chlorophyll,D7,4.43,4.43,FALSE,FALSE
1995-04-01,Chlorophyll,D8,2.36,2.36,FALSE,FALSE
1995-04-01,Chlorophyll,MD10A,2.5040843427313035,NA,TRUE,TRUE
1995-04-01,Chlorophyll,P8,2.49,2.49,FALSE,FALSE
1995-05-01,Chlorophyll,C10A,3.41,3.41,FALSE,FALSE
1995-05-01,Chlorophyll,C3A,3.41,3.41,FALSE,FALSE
1995-05-01,Chlorophyll,D26,1.57,1.57,FALSE,FALSE
1995-05-01,Chlorophyll,D28A,2.44,2.44,FALSE,FALSE
1995-05-01,Chlorophyll,D4,5,5,FALSE,FALSE
1995-05-01,Chlorophyll,D41,4.42,4.42,FALSE,FALSE
1995-05-01,Chlorophyll,D6,2.69,2.69,FALSE,FALSE
1995-05-01,Chlorophyll,D7,3.75,3.75,FALSE,FALSE
1995-05-01,Chlorophyll,D8,2.55,2.55,FALSE,FALSE
1995-05-01,Chlorophyll,MD10A,6.05,6.05,FALSE,FALSE
1995-05-01,Chlorophyll,P8,5.36,5.36,FALSE,FALSE
1995-06-01,Chlorophyll,C10A,7.24,7.24,FALSE,FALSE
1995-06-01,Chlorophyll,C3A,1.34,1.34,FALSE,FALSE
1995-06-01,Chlorophyll,D26,0.66,0.66,FALSE,FALSE
1995-06-01,Chlorophyll,D28A,2.25,2.25,FALSE,FALSE
1995-06-01,Chlorophyll,D4,2.01,2.01,FALSE,FALSE
1995-06-01,Chlorophyll,D41,0.8,0.8,FALSE,FALSE
1995-06-01,Chlorophyll,D6,1.79,1.79,FALSE,FALSE
1995-06-01,Chlorophyll,D7,3.4,3.4,FALSE,FALSE
1995-06-01,Chlorophyll,D8,1.85,1.85,FALSE,FALSE
1995-06-01,Chlorophyll,MD10A,2.44,2.44,FALSE,FALSE
1995-06-01,Chlorophyll,P8,5.73,5.73,FALSE,FALSE
1995-07-01,Chlorophyll,C10A,15.9,15.9,FALSE,FALSE
1995-07-01,Chlorophyll,C3A,1.28,1.28,FALSE,FALSE
1995-07-01,Chlorophyll,D26,1.22,1.22,FALSE,FALSE
1995-07-01,Chlorophyll,D28A,0.7696913586237915,NA,TRUE,TRUE
1995-07-01,Chlorophyll,D4,2.13,2.13,FALSE,FALSE
1995-07-01,Chlorophyll,D41,1.95,1.95,FALSE,FALSE
1995-07-01,Chlorophyll,D6,2.49,2.49,FALSE,FALSE
1995-07-01,Chlorophyll,D7,4.23,4.23,FALSE,FALSE
1995-07-01,Chlorophyll,D8,3.07,3.07,FALSE,FALSE
1995-07-01,Chlorophyll,MD10A,25.94,25.94,FALSE,FALSE
1995-07-01,Chlorophyll,P8,6.11,6.11,FALSE,FALSE
1995-08-01,Chlorophyll,C10A,14.6,14.6,FALSE,FALSE
1995-08-01,Chlorophyll,C3A,0.83,0.83,FALSE,FALSE
1995-08-01,Chlorophyll,D26,2.83,2.83,FALSE,FALSE
1995-08-01,Chlorophyll,D28A,6.01,6.01,FALSE,FALSE
1995-08-01,Chlorophyll,D4,2.33,2.33,FALSE,FALSE
1995-08-01,Chlorophyll,D41,14.53,14.53,FALSE,FALSE
1995-08-01,Chlorophyll,D6,1.54,1.54,FALSE,FALSE
1995-08-01,Chlorophyll,D7,1.99,1.99,FALSE,FALSE
1995-08-01,Chlorophyll,D8,1.82,1.82,FALSE,FALSE
1995-08-01,Chlorophyll,MD10A,5.94,5.94,FALSE,FALSE
1995-08-01,Chlorophyll,P8,3.72,3.72,FALSE,FALSE
1995-09-01,Chlorophyll,C10A,10.7,10.7,FALSE,FALSE
